state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Alabama,01103,Morgan County,40449,12392,53369,28057.0,0.7579118964192696,0.23219471978114636,0.5257171766381232
Alabama,01105,Perry County,1269,3174,4457,-1905.0,0.2847206641238501,0.7121382095579987,-0.42741754543414856
Alabama,01107,Pickens County,5465,3388,8898,2077.0,0.6141829624634749,0.3807597212856822,0.23342324117779273
Alabama,01109,Pike County,8224,4899,13214,3325.0,0.6223702134100196,0.3707431512032693,0.25162706220675035
Alabama,01111,Randolph County,9102,1920,11075,7182.0,0.8218510158013544,0.17336343115124153,0.6484875846501129
Alabama,01113,Russell County,10078,10422,20679,-344.0,0.48735432080854973,0.5039895546206297,-0.01663523381207993
Alabama,01115,St. Clair County,35501,7640,43440,27861.0,0.8172421731123388,0.17587476979742173,0.641367403314917
Alabama,01117,Shelby County,79666,33087,114043,46579.0,0.6985610690704384,0.2901274080829161,0.40843366098752226
Alabama,01119,Sumter County,1542,3725,5297,-2183.0,0.29110817443836134,0.7032282424013593,-0.41212006796299794
Alabama,01121,Talladega County,22100,10898,33175,11202.0,0.6661642803315749,0.3285003767897513,0.33766390354182363
Alabama,01123,Tallapoosa County,14884,4975,19980,9909.0,0.7449449449449449,0.248998998998999,0.4959459459459459
Alabama,01125,Tuscaloosa County,50724,33399,84879,17325.0,0.5976036475453292,0.3934895557204962,0.20411409182483303
Alabama,01127,Walker County,25464,4102,29747,21362.0,0.8560190943624567,0.13789625844622988,0.7181228359162268
Alabama,01129,Washington County,6534,1863,8430,4671.0,0.7750889679715303,0.2209964412811388,0.5540925266903914
Alabama,01131,Wilcox County,1793,3449,5260,-1656.0,0.3408745247148289,0.655703422053232,-0.3148288973384031
Alabama,01133,Winston County,10191,884,11129,9307.0,0.9157156977266601,0.07943211429598347,0.8362835834306765
Alaska,02001,State House District 1,4861,3367,8228,1494.0,0.590787554691298,0.409212445308702,0.18157510938259597
Alaska,02002,State House District 2,4534,4571,9105,-37.0,0.4979681493684789,0.5020318506315211,-0.00406370126304223
Alaska,02003,State House District 3,4496,6130,10626,-1634.0,0.4231131187652927,0.5768868812347073,-0.15377376246941465
Alaska,02004,State House District 4,2691,6161,8852,-3470.0,0.30399909624943516,0.6960009037505649,-0.39200180750112973
Alaska,02005,State House District 5,4351,3328,7679,1023.0,0.5666102357077745,0.43338976429222553,0.13322047141554894
Alaska,02006,State House District 6,6705,4773,11478,1932.0,0.5841610036591741,0.41583899634082594,0.16832200731834818
Alaska,02007,State House District 7,6777,2513,9290,4264.0,0.7294940796555436,0.2705059203444564,0.45898815931108716
Alaska,02008,State House District 8,7950,2576,10526,5374.0,0.7552726581797454,0.2447273418202546,0.5105453163594909
Alaska,02009,State House District 9,5581,5849,11430,-268.0,0.4882764654418198,0.5117235345581802,-0.02344706911636041
Alaska,02010,State House District 10,4357,4070,8427,287.0,0.5170285985522725,0.48297140144772754,0.03405719710454491
Alaska,02011,State House District 11,4864,4633,9497,231.0,0.5121617352848268,0.4878382647151732,0.02432347056965356
Alaska,02012,State House District 12,4059,4169,8228,-110.0,0.49331550802139035,0.5066844919786097,-0.013368983957219305
Alaska,02013,State House District 13,3589,3682,7271,-93.0,0.49360473112364184,0.5063952688763581,-0.012790537752716269
Alaska,02014,State House District 14,2768,4346,7114,-1578.0,0.3890919314028676,0.6109080685971324,-0.22181613719426485
Alaska,02015,State House District 15,4594,4364,8958,230.0,0.5128376869837017,0.48716231301629825,0.025675373967403436
Alaska,02016,State House District 16,3929,5344,9273,-1415.0,0.42370322441496816,0.5762967755850318,-0.15259355117006362
Alaska,02017,State House District 17,2407,4990,7397,-2583.0,0.3254021900770583,0.6745978099229417,-0.34919561984588343
Alaska,02018,State House District 18,2686,1928,4614,758.0,0.5821413090593844,0.4178586909406155,0.16428261811876893
Alaska,02019,State House District 19,1971,2825,4796,-854.0,0.4109674728940784,0.5890325271059216,-0.17806505421184315
Alaska,02020,State House District 20,3041,3924,6965,-883.0,0.4366116295764537,0.5633883704235463,-0.12677674084709256
Alaska,02021,State House District 21,3984,4711,8695,-727.0,0.4581943645773433,0.5418056354226567,-0.08361127084531339
Alaska,02022,State House District 22,2594,2660,5254,-66.0,0.49371907118385994,0.5062809288161401,-0.012561857632280127
Alaska,02023,State House District 23,6101,4116,10217,1985.0,0.5971420182049525,0.40285798179504745,0.19428403640990505
Alaska,02024,State House District 24,6482,3234,9716,3248.0,0.6671469740634006,0.33285302593659943,0.3342939481268012
Alaska,02025,State House District 25,6891,3172,10063,3719.0,0.6847858491503528,0.3152141508496472,0.3695716983007056
Alaska,02026,State House District 26,7143,2013,9156,5130.0,0.7801441677588467,0.21985583224115335,0.5602883355176933
Alaska,02027,State House District 27,6785,1807,8592,4978.0,0.7896880819366853,0.2103119180633147,0.5793761638733705
Alaska,02028,State House District 28,6713,2213,8926,4500.0,0.7520725969079095,0.24792740309209052,0.504145193815819
Alaska,02029,State House District 29,7418,2708,10126,4710.0,0.7325696227533083,0.26743037724669166,0.4651392455066166
Alaska,02030,State House District 30,7312,2701,10013,4611.0,0.7302506741236393,0.26974932587636075,0.46050134824727856
Alaska,02031,State House District 31,3475,3240,6715,235.0,0.5174981384959046,0.4825018615040953,0.03499627699180935
Alaska,02032,State House District 32,3742,1883,5625,1859.0,0.6652444444444444,0.33475555555555553,0.3304888888888889
Alaska,02033,State House District 33,6548,2016,8564,4532.0,0.7645959831854273,0.23540401681457263,0.5291919663708546
Alaska,02034,State House District 34,5836,3759,9595,2077.0,0.6082334549244398,0.3917665450755602,0.21646690984887962
Alaska,02035,State House District 35,4395,4885,9280,-490.0,0.4735991379310345,0.5264008620689655,-0.05280172413793105
Alaska,02036,State House District 36,5633,3538,9171,2095.0,0.6142187329625995,0.3857812670374005,0.22843746592519903
Alaska,02037,State House District 37,2208,1921,4129,287.0,0.5347541777670138,0.4652458222329862,0.06950835553402762
Alaska,02038,State House District 38,1558,2028,3586,-470.0,0.43446737311767986,0.5655326268823201,-0.13106525376464023
Alaska,02039,State House District 39,1690,2180,3870,-490.0,0.43669250645994834,0.5633074935400517,-0.12661498708010338
Alaska,02040,State House District 40,1688,1362,3050,326.0,0.5534426229508197,0.4465573770491803,0.10688524590163939
Arizona,04001,Apache County,12795,18872,32019,-6077.0,0.39960648365033263,0.5894000437240389,-0.18979356007370624
Arizona,04003,Cochise County,35936,22296,58923,13640.0,0.6098806917502503,0.3783921388931317,0.23148855285711856
Arizona,04005,Coconino County,27576,41504,70067,-13928.0,0.393566158105813,0.592347324703498,-0.19878116659768502
Arizona,04007,Gila County,18901,8504,27648,10397.0,0.6836299189814815,0.30758101851851855,0.37604890046296297
Arizona,04009,Graham County,11177,3867,15183,7310.0,0.7361522755713628,0.25469274846868206,0.4814595271026807
Arizona,04011,Greenlee County,2308,954,3308,1354.0,0.6977025392986699,0.2883917775090689,0.40931076178960096
Arizona,04012,La Paz County,5470,2101,7624,3369.0,0.7174711437565582,0.27557712486883523,0.44189401888772295
Arizona,04013,Maricopa County,1051531,980016,2053945,71515.0,0.511956746650957,0.47713838491293586,0.034818361738021164
Arizona,04015,Mohave County,85683,24081,110450,61602.0,0.7757627885921231,0.218026256224536,0.5577365323675871
Arizona,04017,Navajo County,29480,20754,50706,8726.0,0.5813907624344259,0.40930067447639334,0.17209008795803254
Arizona,04019,Pima County,214669,292450,513176,-77781.0,0.41831457433706953,0.5698824574804745,-0.15156788314340497
Arizona,04021,Pinal County,126926,80656,209552,46270.0,0.6057016874093304,0.3848973047262732,0.2208043826830572
Arizona,04023,Santa Cruz County,7699,11265,19121,-3566.0,0.4026463051095654,0.5891428272579886,-0.18649652214842322
Arizona,04025,Yavapai County,99346,48717,149402,50629.0,0.6649576310892759,0.3260799721556606,0.33887765893361527
Arizona,04027,Yuma County,40745,26823,68195,13922.0,0.5974778209546154,0.3933279565950583,0.20414986435955712
Arkansas,05001,Arkansas County,3951,1503,5547,2448.0,0.7122769064359114,0.2709572742022715,0.44131963223363985
Arkansas,05003,Ashley County,5145,1774,7030,3371.0,0.7318634423897582,0.2523470839260313,0.4795163584637269
Arkansas,05005,Baxter County,16253,4341,20954,11912.0,0.7756514269351914,0.20716808246635487,0.5684833444688365
Arkansas,05007,Benton County,79907,45231,128595,34676.0,0.6213849683113651,0.3517321824332206,0.26965278587814456
Arkansas,05009,Boone County,13968,2854,17112,11114.0,0.8162692847124825,0.16678354371201495,0.6494857410004675
Arkansas,05011,Bradley County,2213,961,3209,1252.0,0.6896229354939234,0.2994702399501402,0.3901526955437832
Arkansas,05013,Calhoun County,1674,379,2092,1295.0,0.8001912045889101,0.18116634799235182,0.6190248565965584
Arkansas,05015,Carroll County,7470,3812,11538,3658.0,0.6474258970358814,0.3303865487952851,0.31703934824059626
Arkansas,05017,Chicot County,1658,1796,3490,-138.0,0.47507163323782237,0.5146131805157593,-0.03954154727793696
Arkansas,05019,Clark County,4526,2959,7657,1567.0,0.5910931174089069,0.38644377693613685,0.20464934047277006
Arkansas,05021,Clay County,3968,907,4967,3061.0,0.7988725588886652,0.18260519428226293,0.6162673646064022
Arkansas,05023,Cleburne County,10595,1941,12739,8654.0,0.831697935473742,0.1523667477824005,0.6793311876913415
Arkansas,05025,Cleveland County,2804,524,3374,2280.0,0.8310610551274452,0.15530527563722585,0.6757557794902194
Arkansas,05027,Columbia County,5367,2466,7940,2901.0,0.6759445843828715,0.3105793450881612,0.3653652392947103
Arkansas,05029,Conway County,5893,2449,8541,3444.0,0.6899660461304297,0.2867345744058073,0.40323147172462237
Arkansas,05031,Craighead County,25152,11210,37242,13942.0,0.6753665216690833,0.3010042425218839,0.3743622791471994
Arkansas,05033,Crawford County,18615,4753,23834,13862.0,0.7810271041369472,0.199420995216917,0.5816061089200302
Arkansas,05035,Crittenden County,7028,7362,14681,-334.0,0.4787139840610313,0.5014644778966011,-0.02275049383556982
Arkansas,05037,Cross County,4753,1642,6534,3111.0,0.7274257728803183,0.251300887664524,0.47612488521579427
Arkansas,05039,Dallas County,1482,798,2324,684.0,0.6376936316695353,0.3433734939759036,0.2943201376936317
Arkansas,05041,Desha County,1805,1638,3505,167.0,0.514978601997147,0.4673323823109843,0.04764621968616267
Arkansas,05043,Drew County,4203,2050,6365,2153.0,0.6603299293008641,0.3220738413197172,0.33825608798114687
Arkansas,05045,Faulkner County,35357,17752,54465,17605.0,0.6491691912237216,0.3259340861103461,0.32323510511337555
Arkansas,05047,Franklin County,5582,1232,6971,4350.0,0.8007459474967723,0.1767321761583704,0.624013771338402
Arkansas,05049,Fulton County,4040,906,5043,3134.0,0.8011104501288915,0.17965496728138014,0.6214554828475114
Arkansas,05051,Garland County,28359,13015,42327,15344.0,0.6699978736976399,0.3074869468660666,0.36251092683157327
Arkansas,05053,Grant County,6755,1192,8078,5563.0,0.8362218370883883,0.14756127754394652,0.6886605595444417
Arkansas,05055,Greene County,12617,2935,15820,9682.0,0.7975347661188369,0.18552465233881163,0.6120101137800252
Arkansas,05057,Hempstead County,4193,1776,6089,2417.0,0.6886188208244375,0.2916735096074889,0.3969453112169486
Arkansas,05059,Hot Spring County,9226,2818,12283,6408.0,0.7511194333631849,0.22942277945127412,0.5216966539119108
Arkansas,05061,Howard County,3246,1158,4473,2088.0,0.7256874580818243,0.25888665325285043,0.4668008048289739
Arkansas,05063,Independence County,11023,2689,14011,8334.0,0.7867389907929484,0.19192063378773822,0.5948183570052101
Arkansas,05065,Izard County,4854,949,5925,3905.0,0.8192405063291139,0.16016877637130802,0.6590717299578059
Arkansas,05067,Jackson County,3509,1183,4775,2326.0,0.734869109947644,0.24774869109947645,0.48712041884816754
Arkansas,05069,Jefferson County,8468,12802,21608,-4334.0,0.3918918918918919,0.5924657534246576,-0.20057386153276568
Arkansas,05071,Johnson County,6766,2107,9059,4659.0,0.7468815542554366,0.2325863781874379,0.5142951760679987
Arkansas,05073,Lafayette County,1589,698,2325,891.0,0.6834408602150538,0.3002150537634409,0.3832258064516129
Arkansas,05075,Lawrence County,4608,965,5692,3643.0,0.8095572733661279,0.16953619114546734,0.6400210822206606
Arkansas,05077,Lee County,1181,1270,2520,-89.0,0.46865079365079365,0.503968253968254,-0.0353174603174603
Arkansas,05079,Lincoln County,2502,813,3372,1689.0,0.7419928825622776,0.2411032028469751,0.5008896797153025
Arkansas,05081,Little River County,3744,1084,4899,2660.0,0.7642375995101041,0.2212696468667075,0.5429679526433966
Arkansas,05083,Logan County,6567,1464,8205,5103.0,0.8003656307129798,0.17842778793418648,0.6219378427787934
Arkansas,05085,Lonoke County,23225,6790,30620,16435.0,0.758491182233834,0.2217504898758981,0.536740692357936
Arkansas,05087,Madison County,5885,1491,7501,4394.0,0.7845620583922144,0.1987734968670844,0.5857885615251299
Arkansas,05089,Marion County,6230,1501,7851,4729.0,0.7935294866895937,0.19118583619921029,0.6023436504903834
Arkansas,05091,Miller County,11842,3769,15803,8073.0,0.7493513889767766,0.23849901917357463,0.5108523698032019
Arkansas,05093,Mississippi County,6963,3574,10717,3389.0,0.6497154054306242,0.3334888494914622,0.31622655593916205
Arkansas,05095,Monroe County,1385,1002,2433,383.0,0.5692560624743116,0.4118372379778052,0.1574188244965064
Arkansas,05097,Montgomery County,2987,645,3707,2342.0,0.8057728621526841,0.17399514432155383,0.6317777178311302
Arkansas,05099,Nevada County,2002,849,2907,1153.0,0.6886824905400757,0.29205366357069146,0.39662882696938423
Arkansas,05101,Newton County,3063,644,3770,2419.0,0.8124668435013263,0.17082228116710876,0.6416445623342175
Arkansas,05103,Ouachita County,5056,3412,8626,1644.0,0.5861349408764202,0.39554834222119173,0.19058659865522842
Arkansas,05105,Perry County,3559,923,4584,2636.0,0.7763961605584643,0.2013525305410122,0.5750436300174521
Arkansas,05107,Phillips County,2098,2754,4938,-656.0,0.4248683677602268,0.5577156743620899,-0.1328473066018631
Arkansas,05109,Pike County,3746,560,4358,3186.0,0.8595686094538779,0.12849931161083067,0.7310692978430473
Arkansas,05111,Poinsett County,5731,1235,7079,4496.0,0.8095776239581862,0.17445966944483685,0.6351179545133494
Arkansas,05113,Polk County,6987,1145,8288,5842.0,0.8430260617760618,0.1381515444015444,0.7048745173745173
Arkansas,05115,Pope County,18118,5487,24191,12631.0,0.7489562233888636,0.22681989169525857,0.522136331693605
Arkansas,05117,Prairie County,2628,524,3200,2104.0,0.82125,0.16375,0.6575
Arkansas,05119,Pulaski County,57977,92038,153924,-34061.0,0.37665991008549676,0.5979444401133027,-0.22128453002780596
Arkansas,05121,Randolph County,5367,1138,6636,4229.0,0.8087703435804702,0.17148884870403858,0.6372814948764316
Arkansas,05123,St. Francis County,2909,2953,5979,-44.0,0.48653621006857334,0.49389530021742767,-0.00735909014885433
Arkansas,05125,Saline County,39736,16609,57609,23127.0,0.6897533371521811,0.2883056466871496,0.40144769046503154
Arkansas,05127,Scott County,2913,425,3384,2488.0,0.8608156028368794,0.12559101654846336,0.735224586288416
Arkansas,05129,Searcy County,3305,511,3869,2794.0,0.8542258981649005,0.1320754716981132,0.7221504264667873
Arkansas,05131,Sebastian County,30719,13652,45452,17067.0,0.675855847927484,0.3003608202059315,0.37549502772155247
Arkansas,05133,Sevier County,3772,862,4714,2910.0,0.8001697072549852,0.1828595672464998,0.6173101400084854
Arkansas,05135,Sharp County,5978,1316,7437,4662.0,0.8038187441172516,0.17695307247546055,0.6268656716417911
Arkansas,05137,Stone County,4808,1089,6030,3719.0,0.7973466003316749,0.18059701492537314,0.6167495854063018
Arkansas,05139,Union County,10196,5019,15448,5177.0,0.6600207146556188,0.3248964267219058,0.33512428793371307
Arkansas,05141,Van Buren County,6023,1437,7621,4586.0,0.790316231465687,0.18855793202991733,0.6017582994357696
Arkansas,05143,Washington County,50243,43779,97158,6464.0,0.5171267420078635,0.45059593651577845,0.06653080549208501
Arkansas,05145,White County,24514,5641,30837,18873.0,0.7949541135648733,0.1829295975613711,0.6120245160035023
Arkansas,05147,Woodruff County,1513,760,2318,753.0,0.6527178602243313,0.32786885245901637,0.32484900776531495
Arkansas,05149,Yell County,5147,1213,6477,3934.0,0.7946580206885904,0.18727806083063148,0.6073799598579589
California,06001,Alameda County,140789,499551,669800,-358762.0,0.21019558077037923,0.7458211406389967,-0.5356255598686175
California,06003,Alpine County,243,479,738,-236.0,0.32926829268292684,0.6490514905149052,-0.31978319783197834
California,06005,Amador County,14018,7783,22402,6235.0,0.6257477010981163,0.3474243371127578,0.2783233639853585
California,06007,Butte County,47179,44228,94523,2951.0,0.4991271965553357,0.46790728182558744,0.031219914729748277
California,06009,Calaveras County,16625,9181,26479,7444.0,0.6278560368593981,0.34672759545300047,0.2811284414063976
California,06011,Colusa County,4414,2431,7021,1983.0,0.6286853724540664,0.34624697336561744,0.282438399088449
California,06013,Contra Costa County,155308,356008,528904,-200700.0,0.29364119008364464,0.6731051381725228,-0.3794639480888782
California,06015,Del Norte County,5999,4266,10564,1733.0,0.5678720181749337,0.40382430897387356,0.16404770920106015
California,06017,El Dorado County,61109,47703,111890,13406.0,0.5461524711770489,0.42633836804003933,0.11981410313700958
California,06019,Fresno County,165924,151628,325994,14296.0,0.5089786928593778,0.46512512500230063,0.04385356785707717
California,06021,Glenn County,6904,3260,10442,3644.0,0.6611760199195557,0.31220072782991765,0.348975292089638
California,06023,Humboldt County,21559,39800,64228,-18241.0,0.33566357351933734,0.6196674347636545,-0.28400386124431715
California,06025,Imperial County,26546,26083,54025,463.0,0.49136510874595096,0.4827950023137436,0.008570106432207347
California,06027,Inyo County,4468,4201,8951,267.0,0.4991621047927606,0.4693330354150374,0.029829069377723172
California,06029,Kern County,167879,108241,283246,59638.0,0.5926968077219096,0.38214484935356546,0.21055195836834412
California,06031,Kings County,25074,15519,41501,9555.0,0.604178212573191,0.37394279655911905,0.230235416014072
California,06033,Lake County,13161,12794,26759,367.0,0.49183452296423635,0.47811951119249596,0.013715011771740393
California,06035,Lassen County,8619,2478,11371,6141.0,0.7579808284231818,0.21792278603464954,0.5400580423885323
California,06037,Los Angeles County,1189862,2417109,3728427,-1227247.0,0.3191324384251053,0.648291893605534,-0.32915945518042866
California,06039,Madera County,32344,20981,54624,11363.0,0.5921206795547744,0.3840985647334505,0.20802211482132393
California,06041,Marin County,24054,116152,144113,-92098.0,0.16691068814055637,0.8059786417602853,-0.639067953619729
California,06043,Mariposa County,5625,3622,9509,2003.0,0.5915448522452413,0.3809023030812914,0.21064254916394992
California,06045,Mendocino County,13528,24049,39216,-10521.0,0.3449612403100775,0.6132445940432476,-0.2682833537331701
California,06047,Merced County,43955,40190,86392,3765.0,0.5087855356977498,0.465205111584406,0.043580424113343785
California,06049,Modoc County,2884,1008,4016,1876.0,0.7181274900398407,0.250996015936255,0.4671314741035857
California,06051,Mono County,2294,3522,6064,-1228.0,0.3782981530343008,0.5808047493403694,-0.2025065963060686
California,06053,Monterey County,49226,93060,146718,-43834.0,0.33551438814596707,0.6342780026990553,-0.29876361455308825
California,06055,Napa County,20357,43212,65549,-22855.0,0.3105615646310394,0.659232024897405,-0.34867046026636556
California,06057,Nevada County,26177,33784,62132,-7607.0,0.4213126891135003,0.543745573939355,-0.12243288482585468
California,06059,Orange County,654815,691731,1390965,-36916.0,0.47076310331316745,0.497302951548026,-0.026539848234858554
California,06061,Placer County,123941,103958,234809,19983.0,0.5278375190048081,0.44273430745840237,0.08510321154640577
California,06063,Plumas County,5725,4020,10067,1705.0,0.5686897784841561,0.3993245256779577,0.16936525280619846
California,06065,Riverside County,463677,451782,940405,11895.0,0.49306096841254565,0.4804121628447318,0.012648805567813837
California,06067,Sacramento County,252140,381564,656626,-129424.0,0.3839933234443961,0.5810979157084855,-0.19710459226408938
California,06069,San Benito County,11702,15179,27649,-3477.0,0.42323411334948824,0.5489891135303266,-0.1257550001808384
California,06071,San Bernardino County,378416,362114,761714,16302.0,0.49679538514455557,0.47539365168554076,0.021401733459014805
California,06073,San Diego County,593270,841372,1477786,-248102.0,0.40145866857582896,0.5693463058927342,-0.1678876373169052
California,06075,San Francisco County,62594,323719,402964,-261125.0,0.15533397524344605,0.8033447156569817,-0.6480107404135357
California,06077,San Joaquin County,128996,126647,263671,2349.0,0.4892308975958676,0.4803220680317517,0.008908829564115872
California,06079,San Luis Obispo County,64932,81314,150766,-16382.0,0.4306806574426595,0.5393391082870144,-0.10865845084435488
California,06081,San Mateo County,76616,242957,330510,-166341.0,0.23181144292154549,0.7350972739100179,-0.5032858309884725
California,06083,Santa Barbara County,64870,114149,184715,-49279.0,0.35118967057358635,0.6179736350594158,-0.2667839644858295
California,06085,Santa Clara County,210924,510744,750433,-299820.0,0.2810697290764132,0.680599067471713,-0.39952933839529975
California,06087,Santa Cruz County,27978,100998,134135,-73020.0,0.20858090729488948,0.7529578409811011,-0.5443769336862117
California,06089,Shasta County,59539,27130,88900,32409.0,0.6697300337457818,0.3051743532058493,0.3645556805399325
California,06091,Sierra County,1066,641,1754,425.0,0.6077537058152793,0.3654503990877993,0.24230330672748002
California,06093,Siskiyou County,12461,8329,21489,4132.0,0.5798780771557541,0.38759365256642936,0.19228442458932476
California,06095,Solano County,70345,113997,189834,-43652.0,0.37056059504619826,0.600508865640507,-0.22994827059430872
California,06097,Sonoma County,63426,179600,251426,-116174.0,0.25226507998377257,0.7143254874197577,-0.4620604074359851
California,06099,Stanislaus County,106986,85347,197472,21639.0,0.5417780748663101,0.43219798249878466,0.10958009236752547
California,06101,Sutter County,25372,13016,39336,12356.0,0.6450071181614806,0.33089282082570676,0.31411429733577384
California,06103,Tehama County,18503,7415,26532,11088.0,0.6973842906678728,0.2794738429066787,0.41791044776119407
California,06105,Trinity County,2979,2449,5645,530.0,0.5277236492471213,0.43383525243578386,0.09388839681133748
California,06107,Tulare County,81854,53221,138271,28633.0,0.5919824113516211,0.38490355895307043,0.20707885239855067
California,06109,Tuolumne County,17210,10909,28810,6301.0,0.5973620270739327,0.37865324540090245,0.21870878167303026
California,06111,Ventura County,158901,217424,387595,-58523.0,0.4099665888362853,0.5609566686876766,-0.1509900798513913
