"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2018,8,"G4","Allegiant Air","PSC","Pasco/Kennewick/Richland, WA: Tri Cities",24.00,3.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,189.00,104.00,49.00,36.00,0.00,0.00,
2018,8,"G4","Allegiant Air","PSM","Portsmouth, NH: Portsmouth International at Pease",30.00,4.00,1.17,0.92,0.08,0.00,1.83,0.00,0.00,228.00,34.00,83.00,7.00,0.00,104.00,
2018,8,"G4","Allegiant Air","PSP","Palm Springs, CA: Palm Springs International",9.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,18.00,0.00,0.00,0.00,0.00,
2018,8,"G4","Allegiant Air","PVD","Providence, RI: Theodore Francis Green State",22.00,3.00,0.82,0.92,1.26,0.00,0.00,0.00,0.00,92.00,23.00,44.00,25.00,0.00,0.00,
2018,8,"G4","Allegiant Air","PVU","Provo, UT: Provo Municipal",49.00,6.00,4.00,0.00,0.14,0.00,1.87,0.00,0.00,425.00,296.00,0.00,9.00,0.00,120.00,
2018,8,"G4","Allegiant Air","RAP","Rapid City, SD: Rapid City Regional",23.00,3.00,1.35,0.00,1.65,0.00,0.00,0.00,0.00,243.00,189.00,0.00,54.00,0.00,0.00,
2018,8,"G4","Allegiant Air","RDU","Raleigh/Durham, NC: Raleigh-Durham International",43.00,17.00,3.77,3.22,5.36,0.00,4.65,0.00,0.00,1601.00,411.00,246.00,202.00,0.00,742.00,
2018,8,"G4","Allegiant Air","RFD","Rockford, IL: Chicago/Rockford International",48.00,9.00,1.99,0.14,5.60,0.00,1.27,0.00,1.00,625.00,270.00,40.00,268.00,0.00,47.00,
2018,8,"G4","Allegiant Air","RIC","Richmond, VA: Richmond International",27.00,13.00,4.29,1.44,4.55,0.00,2.71,0.00,0.00,935.00,644.00,47.00,129.00,0.00,115.00,
2018,8,"G4","Allegiant Air","RNO","Reno, NV: Reno/Tahoe International",27.00,8.00,3.16,0.00,3.15,0.00,1.68,0.00,0.00,410.00,240.00,0.00,119.00,0.00,51.00,
2018,8,"G4","Allegiant Air","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",19.00,3.00,1.00,1.13,0.10,0.00,0.76,0.00,0.00,162.00,40.00,52.00,5.00,0.00,65.00,
2018,8,"G4","Allegiant Air","ROC","Rochester, NY: Greater Rochester International",18.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,47.00,32.00,15.00,0.00,0.00,0.00,
2018,8,"G4","Allegiant Air","SAN","San Diego, CA: San Diego International",26.00,7.00,1.69,0.00,0.02,0.00,5.29,0.00,0.00,846.00,471.00,0.00,4.00,0.00,371.00,
2018,8,"G4","Allegiant Air","SAT","San Antonio, TX: San Antonio International",13.00,3.00,2.82,0.00,0.18,0.00,0.00,0.00,0.00,135.00,128.00,0.00,7.00,0.00,0.00,
2018,8,"G4","Allegiant Air","SAV","Savannah, GA: Savannah/Hilton Head International",105.00,11.00,5.05,0.70,0.34,0.00,4.91,2.00,1.00,811.00,619.00,16.00,12.00,0.00,164.00,
2018,8,"G4","Allegiant Air","SBN","South Bend, IN: South Bend International",46.00,10.00,2.62,3.50,2.49,0.00,1.39,0.00,0.00,335.00,94.00,89.00,80.00,0.00,72.00,
2018,8,"G4","Allegiant Air","SCK","Stockton, CA: Stockton Metropolitan",69.00,26.00,5.38,0.55,10.66,0.00,9.41,0.00,0.00,1535.00,298.00,11.00,529.00,0.00,697.00,
2018,8,"G4","Allegiant Air","SDF","Louisville, KY: Louisville Muhammad Ali International",75.00,11.00,5.66,0.95,0.94,0.00,3.45,0.00,0.00,885.00,628.00,34.00,37.00,0.00,186.00,
2018,8,"G4","Allegiant Air","SFB","Sanford, FL: Orlando Sanford International",714.00,166.00,54.81,7.90,28.60,0.00,74.69,0.00,4.00,14015.00,6545.00,1168.00,1178.00,0.00,5124.00,
2018,8,"G4","Allegiant Air","SGF","Springfield, MO: Springfield-Branson National",69.00,8.00,2.12,1.53,2.59,0.00,1.75,0.00,0.00,471.00,213.00,112.00,92.00,0.00,54.00,
2018,8,"G4","Allegiant Air","SHV","Shreveport, LA: Shreveport Regional",14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018,8,"G4","Allegiant Air","SJU","San Juan, PR: Luis Munoz Marin International",13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018,8,"G4","Allegiant Air","SMX","Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",14.00,3.00,0.57,0.00,1.21,0.00,1.22,0.00,0.00,165.00,36.00,0.00,69.00,0.00,60.00,
2018,8,"G4","Allegiant Air","SPI","Springfield, IL: Abraham Lincoln Capital",9.00,2.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,51.00,0.00,26.00,0.00,25.00,0.00,
2018,8,"G4","Allegiant Air","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",22.00,1.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,24.00,18.00,0.00,6.00,0.00,0.00,
2018,8,"G4","Allegiant Air","STC","St. Cloud, MN: St. Cloud Regional",4.00,1.00,0.76,0.00,0.24,0.00,0.00,0.00,0.00,33.00,25.00,0.00,8.00,0.00,0.00,
2018,8,"G4","Allegiant Air","SWF","Newburgh/Poughkeepsie, NY: New York Stewart International",48.00,8.00,3.36,1.62,2.51,0.00,0.51,0.00,0.00,488.00,178.00,126.00,147.00,0.00,37.00,
2018,8,"G4","Allegiant Air","SYR","Syracuse, NY: Syracuse Hancock International",52.00,8.00,5.17,0.00,1.46,0.00,1.37,0.00,1.00,510.00,412.00,0.00,36.00,0.00,62.00,
2018,8,"G4","Allegiant Air","TOL","Toledo, OH: Toledo Express",27.00,2.00,1.34,0.00,0.00,0.00,0.66,0.00,1.00,69.00,48.00,0.00,0.00,0.00,21.00,
2018,8,"G4","Allegiant Air","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",13.00,4.00,1.72,0.00,0.10,0.00,2.18,0.00,0.00,490.00,314.00,0.00,2.00,0.00,174.00,
2018,8,"G4","Allegiant Air","TUL","Tulsa, OK: Tulsa International",39.00,7.00,3.00,0.00,1.86,0.00,2.14,0.00,0.00,265.00,176.00,0.00,39.00,0.00,50.00,
2018,8,"G4","Allegiant Air","TYS","Knoxville, TN: McGhee Tyson",107.00,19.00,6.66,0.29,5.92,0.00,6.12,2.00,0.00,984.00,496.00,22.00,191.00,0.00,275.00,
2018,8,"G4","Allegiant Air","USA","CONCORD, NC: Concord Padgett Regional",93.00,18.00,3.10,4.30,5.00,0.00,5.61,0.00,0.00,1098.00,132.00,209.00,440.00,0.00,317.00,
2018,8,"G4","Allegiant Air","VPS","Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",223.00,52.00,7.07,2.49,5.32,0.15,36.98,0.00,0.00,2980.00,278.00,192.00,274.00,16.00,2220.00,
2018,8,"G4","Allegiant Air","XNA","Fayetteville, AR: Northwest Arkansas Regional",30.00,6.00,1.76,0.00,2.44,0.00,1.80,0.00,0.00,337.00,38.00,0.00,115.00,0.00,184.00,
2018,8,"HA","Hawaiian Airlines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",3124.00,193.00,110.68,1.34,7.36,0.39,73.23,17.00,2.00,11771.00,6912.00,27.00,641.00,7.00,4184.00,
2018,8,"HA","Hawaiian Airlines Inc.","ITO","Hilo, HI: Hilo International",527.00,17.00,9.80,3.81,1.00,0.00,2.39,3.00,2.00,467.00,271.00,91.00,15.00,0.00,90.00,
2018,8,"HA","Hawaiian Airlines Inc.","JFK","New York, NY: John F. Kennedy International",31.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,389.00,389.00,0.00,0.00,0.00,0.00,
2018,8,"HA","Hawaiian Airlines Inc.","KOA","Kona, HI: Ellison Onizuka Kona International at Keahole",840.00,22.00,10.53,0.00,1.83,0.00,9.64,1.00,1.00,1151.00,403.00,0.00,52.00,0.00,696.00,
2018,8,"HA","Hawaiian Airlines Inc.","LAS","Las Vegas, NV: McCarran International",79.00,10.00,8.21,0.00,0.00,0.00,1.79,0.00,1.00,404.00,292.00,0.00,0.00,0.00,112.00,
2018,8,"HA","Hawaiian Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",214.00,44.00,28.38,0.00,1.00,0.00,14.62,0.00,0.00,2901.00,1752.00,0.00,50.00,0.00,1099.00,
2018,8,"HA","Hawaiian Airlines Inc.","LGB","Long Beach, CA: Long Beach Airport",31.00,5.00,4.93,0.00,0.00,0.00,0.07,0.00,0.00,255.00,254.00,0.00,0.00,0.00,1.00,
2018,8,"HA","Hawaiian Airlines Inc.","LIH","Lihue, HI: Lihue Airport",881.00,49.00,33.29,4.99,1.00,0.00,9.72,7.00,2.00,1587.00,1080.00,177.00,41.00,0.00,289.00,
2018,8,"HA","Hawaiian Airlines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",93.00,32.00,21.11,0.00,0.00,0.00,10.89,0.00,1.00,2328.00,1373.00,0.00,0.00,0.00,955.00,
2018,8,"HA","Hawaiian Airlines Inc.","OGG","Kahului, HI: Kahului Airport",1365.00,104.00,82.59,4.92,2.50,1.00,12.99,7.00,2.00,10348.00,8411.00,1141.00,209.00,77.00,510.00,
2018,8,"HA","Hawaiian Airlines Inc.","PDX","Portland, OR: Portland International",62.00,15.00,10.50,0.00,0.00,0.00,4.50,0.00,0.00,863.00,293.00,0.00,0.00,0.00,570.00,
2018,8,"HA","Hawaiian Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",31.00,9.00,6.34,1.66,0.00,0.00,1.00,0.00,0.00,223.00,147.00,52.00,0.00,0.00,24.00,
2018,8,"HA","Hawaiian Airlines Inc.","PPG","Pago Pago, TT: Pago Pago International",13.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,140.00,140.00,0.00,0.00,0.00,0.00,
2018,8,"HA","Hawaiian Airlines Inc.","SAN","San Diego, CA: San Diego International",62.00,17.00,14.26,0.00,0.00,0.00,2.74,1.00,0.00,1747.00,1434.00,0.00,0.00,0.00,313.00,
2018,8,"HA","Hawaiian Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",62.00,23.00,14.20,0.00,0.00,0.00,8.80,0.00,1.00,1101.00,451.00,0.00,0.00,0.00,650.00,
2018,8,"HA","Hawaiian Airlines Inc.","SFO","San Francisco, CA: San Francisco International",62.00,13.00,11.00,0.00,0.00,0.00,2.00,1.00,1.00,1676.00,1455.00,0.00,0.00,0.00,221.00,
2018,8,"HA","Hawaiian Airlines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",62.00,16.00,11.28,0.00,0.00,0.00,4.72,2.00,0.00,1813.00,933.00,0.00,0.00,0.00,880.00,
2018,8,"HA","Hawaiian Airlines Inc.","SMF","Sacramento, CA: Sacramento International",31.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,384.00,384.00,0.00,0.00,0.00,0.00,
2018,8,"MQ","Envoy Air","ABI","Abilene, TX: Abilene Regional",181.00,28.00,5.83,3.42,5.83,0.00,12.92,2.00,0.00,1602.00,263.00,390.00,188.00,0.00,761.00,
2018,8,"MQ","Envoy Air","ABQ","Albuquerque, NM: Albuquerque International Sunport",4.00,1.00,0.00,0.00,0.21,0.00,0.79,0.00,0.00,19.00,0.00,0.00,4.00,0.00,15.00,
2018,8,"MQ","Envoy Air","ACT","Waco, TX: Waco Regional",148.00,14.00,4.64,0.80,6.25,0.00,2.31,3.00,0.00,449.00,160.00,24.00,151.00,0.00,114.00,
2018,8,"MQ","Envoy Air","AEX","Alexandria, LA: Alexandria International",93.00,13.00,5.92,1.15,2.49,0.00,3.45,0.00,0.00,906.00,447.00,111.00,73.00,0.00,275.00,
2018,8,"MQ","Envoy Air","ALB","Albany, NY: Albany International",62.00,21.00,4.63,0.98,8.05,0.00,7.34,2.00,0.00,901.00,204.00,28.00,279.00,0.00,390.00,
2018,8,"MQ","Envoy Air","ALO","Waterloo, IA: Waterloo Regional",58.00,16.00,2.35,3.36,7.17,0.00,3.13,1.00,0.00,790.00,92.00,155.00,322.00,0.00,221.00,
2018,8,"MQ","Envoy Air","AMA","Amarillo, TX: Rick Husband Amarillo International",117.00,12.00,3.53,0.42,4.26,0.00,3.79,1.00,0.00,460.00,117.00,27.00,98.00,0.00,218.00,
2018,8,"MQ","Envoy Air","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",58.00,12.00,0.25,0.03,9.36,0.00,2.36,1.00,0.00,763.00,28.00,2.00,460.00,0.00,273.00,
2018,8,"MQ","Envoy Air","ATW","Appleton, WI: Appleton International",30.00,3.00,0.96,0.82,0.57,0.00,0.66,3.00,0.00,247.00,64.00,84.00,48.00,0.00,51.00,
2018,8,"MQ","Envoy Air","AUS","Austin, TX: Austin - Bergstrom International",4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,54.00,0.00,0.00,54.00,0.00,0.00,
2018,8,"MQ","Envoy Air","AVP","Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",58.00,12.00,2.41,0.00,6.11,0.00,3.49,3.00,1.00,740.00,120.00,0.00,315.00,0.00,305.00,
2018,8,"MQ","Envoy Air","AZO","Kalamazoo, MI: Kalamazoo/Battle Creek International",89.00,19.00,6.02,2.28,6.22,0.00,4.48,6.00,0.00,699.00,201.00,110.00,162.00,0.00,226.00,
2018,8,"MQ","Envoy Air","BDL","Hartford, CT: Bradley International",20.00,10.00,1.69,1.04,3.05,0.00,4.22,0.00,0.00,596.00,84.00,45.00,130.00,0.00,337.00,
2018,8,"MQ","Envoy Air","BGR","Bangor, ME: Bangor International",43.00,12.00,4.00,0.99,5.23,0.00,1.79,3.00,0.00,570.00,105.00,210.00,191.00,0.00,64.00,
2018,8,"MQ","Envoy Air","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",145.00,41.00,11.52,2.18,16.01,0.00,11.29,4.00,1.00,2151.00,438.00,357.00,606.00,0.00,750.00,
2018,8,"MQ","Envoy Air","BIL","Billings, MT: Billings Logan International",31.00,2.00,0.00,0.12,1.76,0.00,0.12,0.00,0.00,42.00,0.00,3.00,36.00,0.00,3.00,
2018,8,"MQ","Envoy Air","BIS","Bismarck/Mandan, ND: Bismarck Municipal",11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018,8,"MQ","Envoy Air","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",88.00,15.00,1.32,1.00,8.13,0.00,4.55,5.00,0.00,795.00,68.00,22.00,350.00,0.00,355.00,
2018,8,"MQ","Envoy Air","BNA","Nashville, TN: Nashville International",268.00,57.00,9.31,4.27,22.62,0.00,20.80,21.00,1.00,4921.00,549.00,830.00,1613.00,0.00,1929.00,
2018,8,"MQ","Envoy Air","BOI","Boise, ID: Boise Air Terminal",21.00,2.00,0.00,0.21,1.54,0.00,0.25,0.00,0.00,115.00,0.00,18.00,75.00,0.00,22.00,
2018,8,"MQ","Envoy Air","BOS","Boston, MA: Logan International",226.00,38.00,4.56,0.58,17.34,0.00,15.53,36.00,3.00,2901.00,462.00,26.00,1128.00,0.00,1285.00,
2018,8,"MQ","Envoy Air","BPT","Beaumont/Port Arthur, TX: Jack Brooks Regional",80.00,11.00,0.24,0.27,6.58,0.00,3.91,1.00,0.00,520.00,10.00,35.00,208.00,0.00,267.00,
2018,8,"MQ","Envoy Air","BTV","Burlington, VT: Burlington International",62.00,10.00,3.16,0.55,3.11,0.00,3.18,2.00,0.00,503.00,101.00,16.00,156.00,0.00,230.00,
2018,8,"MQ","Envoy Air","BUF","Buffalo, NY: Buffalo Niagara International",120.00,30.00,6.70,0.69,11.59,0.39,10.63,4.00,0.00,1515.00,363.00,59.00,358.00,7.00,728.00,
2018,8,"MQ","Envoy Air","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",139.00,28.00,2.25,1.13,15.11,0.00,9.51,6.00,0.00,1561.00,97.00,129.00,766.00,0.00,569.00,
2018,8,"MQ","Envoy Air","BZN","Bozeman, MT: Bozeman Yellowstone International",31.00,8.00,2.00,2.23,3.31,0.00,0.47,0.00,0.00,284.00,125.00,55.00,97.00,0.00,7.00,
2018,8,"MQ","Envoy Air","CAK","Akron, OH: Akron-Canton Regional",20.00,3.00,0.00,0.27,2.12,0.00,0.62,0.00,0.00,81.00,0.00,7.00,58.00,0.00,16.00,
2018,8,"MQ","Envoy Air","CHA","Chattanooga, TN: Lovell Field",28.00,4.00,1.00,0.00,2.07,0.00,0.93,0.00,0.00,206.00,43.00,0.00,108.00,0.00,55.00,
2018,8,"MQ","Envoy Air","CHO","Charlottesville, VA: Charlottesville Albemarle",116.00,30.00,8.72,3.00,7.72,0.00,10.56,13.00,0.00,2214.00,453.00,227.00,733.00,0.00,801.00,
2018,8,"MQ","Envoy Air","CHS","Charleston, SC: Charleston AFB/International",100.00,19.00,4.92,1.62,5.51,0.00,6.95,1.00,0.00,893.00,237.00,110.00,176.00,0.00,370.00,
2018,8,"MQ","Envoy Air","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",206.00,42.00,8.40,4.56,18.71,0.00,10.33,4.00,1.00,2001.00,249.00,251.00,668.00,0.00,833.00,
2018,8,"MQ","Envoy Air","CLE","Cleveland, OH: Cleveland-Hopkins International",412.00,100.00,19.88,6.33,31.78,0.69,41.33,42.00,0.00,6502.00,1065.00,830.00,1638.00,86.00,2883.00,
2018,8,"MQ","Envoy Air","CLL","College Station/Bryan, TX: Easterwood Field",31.00,6.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,195.00,46.00,0.00,149.00,0.00,0.00,
2018,8,"MQ","Envoy Air","CLT","Charlotte, NC: Charlotte Douglas International",338.00,84.00,10.51,0.83,23.23,0.00,49.43,13.00,2.00,6114.00,882.00,162.00,1124.00,0.00,3946.00,
2018,8,"MQ","Envoy Air","CMH","Columbus, OH: John Glenn Columbus International",434.00,100.00,17.48,5.21,36.16,0.00,41.15,22.00,3.00,7909.00,1328.00,680.00,2394.00,0.00,3507.00,
2018,8,"MQ","Envoy Air","CMI","Champaign/Urbana, IL: University of Illinois/Willard",208.00,50.00,11.18,1.60,19.76,0.00,17.47,10.00,0.00,3237.00,755.00,223.00,990.00,0.00,1269.00,
2018,8,"MQ","Envoy Air","COU","Columbia, MO: Columbia Regional",75.00,23.00,4.74,2.22,9.37,0.00,6.67,1.00,0.00,1351.00,278.00,136.00,445.00,0.00,492.00,
2018,8,"MQ","Envoy Air","CRP","Corpus Christi, TX: Corpus Christi International",27.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,34.00,0.00,0.00,0.00,0.00,
2018,8,"MQ","Envoy Air","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",444.00,92.00,14.14,6.69,41.83,0.00,29.35,17.00,0.00,5558.00,855.00,558.00,1884.00,0.00,2261.00,
2018,8,"MQ","Envoy Air","CWA","Mosinee, WI: Central Wisconsin",86.00,15.00,2.71,2.87,5.71,0.00,3.71,7.00,0.00,624.00,89.00,182.00,206.00,0.00,147.00,
2018,8,"MQ","Envoy Air","DAY","Dayton, OH: James M Cox/Dayton International",134.00,14.00,5.05,1.26,5.77,0.00,1.92,3.00,0.00,453.00,185.00,29.00,161.00,0.00,78.00,
2018,8,"MQ","Envoy Air","DBQ","Dubuque, IA: Dubuque Regional",89.00,25.00,2.32,2.54,15.38,0.00,4.76,4.00,1.00,974.00,60.00,108.00,512.00,0.00,294.00,
2018,8,"MQ","Envoy Air","DCA","Washington, DC: Ronald Reagan Washington National",121.00,24.00,7.74,0.79,9.66,0.00,5.82,0.00,0.00,2033.00,575.00,101.00,855.00,0.00,502.00,
2018,8,"MQ","Envoy Air","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",4147.00,663.00,121.23,71.02,195.72,1.49,273.53,32.00,15.00,44860.00,9907.00,6418.00,10960.00,49.00,17526.00,
2018,8,"MQ","Envoy Air","DSM","Des Moines, IA: Des Moines International",100.00,27.00,2.87,2.66,12.68,0.00,8.79,5.00,0.00,1513.00,162.00,178.00,563.00,0.00,610.00,
2018,8,"MQ","Envoy Air","DTW","Detroit, MI: Detroit Metro Wayne County",95.00,20.00,7.37,1.93,4.17,0.94,5.58,12.00,0.00,1391.00,492.00,454.00,161.00,33.00,251.00,
2018,8,"MQ","Envoy Air","EVV","Evansville, IN: Evansville Regional",48.00,6.00,0.92,0.00,5.04,0.00,0.04,3.00,0.00,148.00,22.00,0.00,125.00,0.00,1.00,
2018,8,"MQ","Envoy Air","EWR","Newark, NJ: Newark Liberty International",8.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,46.00,0.00,0.00,46.00,0.00,0.00,
2018,8,"MQ","Envoy Air","EYW","Key West, FL: Key West International",3.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00,
2018,8,"MQ","Envoy Air","FAR","Fargo, ND: Hector International",118.00,23.00,4.23,1.64,8.13,0.00,9.01,1.00,0.00,1191.00,146.00,209.00,255.00,0.00,581.00,
2018,8,"MQ","Envoy Air","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",27.00,8.00,3.28,0.00,4.72,0.00,0.00,2.00,0.00,347.00,236.00,0.00,111.00,0.00,0.00,
2018,8,"MQ","Envoy Air","FNT","Flint, MI: Bishop International",69.00,7.00,0.82,1.11,4.35,0.00,0.71,3.00,0.00,274.00,37.00,35.00,152.00,0.00,50.00,
2018,8,"MQ","Envoy Air","FSD","Sioux Falls, SD: Joe Foss Field",31.00,5.00,1.87,0.00,1.15,0.00,1.99,3.00,0.00,173.00,49.00,0.00,27.00,0.00,97.00,
2018,8,"MQ","Envoy Air","FSM","Fort Smith, AR: Fort Smith Regional",41.00,3.00,0.72,0.00,1.50,0.00,0.78,1.00,0.00,60.00,13.00,0.00,29.00,0.00,18.00,
2018,8,"MQ","Envoy Air","FWA","Fort Wayne, IN: Fort Wayne International",11.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,17.00,0.00,0.00,17.00,0.00,0.00,
2018,8,"MQ","Envoy Air","GCK","Garden City, KS: Garden City Regional",62.00,6.00,3.41,0.02,0.48,0.92,1.17,0.00,0.00,337.00,155.00,2.00,15.00,60.00,105.00,
2018,8,"MQ","Envoy Air","GGG","Longview, TX: East Texas Regional",80.00,20.00,3.92,1.58,5.19,0.00,9.31,0.00,0.00,1082.00,147.00,129.00,176.00,0.00,630.00,
2018,8,"MQ","Envoy Air","GJT","Grand Junction, CO: Grand Junction Regional",92.00,12.00,3.19,1.01,3.80,0.00,4.00,0.00,0.00,550.00,108.00,22.00,145.00,0.00,275.00,
2018,8,"MQ","Envoy Air","GNV","Gainesville, FL: Gainesville Regional",54.00,16.00,3.47,1.98,3.71,0.00,6.85,0.00,0.00,745.00,202.00,124.00,121.00,0.00,298.00,
2018,8,"MQ","Envoy Air","GRB","Green Bay, WI: Green Bay Austin Straubel International",22.00,3.00,1.81,0.50,0.44,0.00,0.25,1.00,0.00,159.00,125.00,8.00,22.00,0.00,4.00,
2018,8,"MQ","Envoy Air","GRI","Grand Island, NE: Central Nebraska Regional",52.00,13.00,1.19,1.41,5.97,0.00,4.44,0.00,0.00,537.00,41.00,146.00,162.00,0.00,188.00,
2018,8,"MQ","Envoy Air","GRK","Killeen, TX: Robert Gray AAF",162.00,35.00,14.49,0.00,12.47,0.00,8.04,5.00,0.00,1491.00,485.00,0.00,408.00,0.00,598.00,
2018,8,"MQ","Envoy Air","GRR","Grand Rapids, MI: Gerald R. Ford International",205.00,36.00,4.04,2.00,16.30,0.00,13.65,14.00,0.00,2053.00,296.00,93.00,720.00,0.00,944.00,
2018,8,"MQ","Envoy Air","GSO","Greensboro/High Point, NC: Piedmont Triad International",385.00,127.00,28.67,5.46,58.89,0.00,33.98,16.00,0.00,7273.00,1410.00,559.00,2570.00,0.00,2734.00,
2018,8,"MQ","Envoy Air","GSP","Greer, SC: Greenville-Spartanburg International",71.00,18.00,3.90,1.00,8.51,0.00,4.59,2.00,0.00,973.00,256.00,111.00,305.00,0.00,301.00,
2018,8,"MQ","Envoy Air","HOU","Houston, TX: William P Hobby",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018,8,"MQ","Envoy Air","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",21.00,4.00,1.00,0.00,2.28,0.00,0.72,0.00,0.00,201.00,29.00,0.00,75.00,0.00,97.00,
2018,8,"MQ","Envoy Air","HTS","Ashland, WV: Tri-State/Milton J. Ferguson Field",31.00,10.00,1.99,0.97,3.19,0.00,3.85,1.00,0.00,369.00,114.00,27.00,83.00,0.00,145.00,
2018,8,"MQ","Envoy Air","IAH","Houston, TX: George Bush Intercontinental/Houston",56.00,15.00,2.53,0.41,9.56,0.00,2.50,0.00,0.00,520.00,97.00,20.00,292.00,0.00,111.00,
2018,8,"MQ","Envoy Air","ILM","Wilmington, NC: Wilmington International",105.00,27.00,4.36,1.92,11.59,0.00,9.13,8.00,1.00,2336.00,208.00,231.00,1055.00,0.00,842.00,
2018,8,"MQ","Envoy Air","IND","Indianapolis, IN: Indianapolis International",188.00,42.00,8.21,1.99,16.54,0.00,15.26,9.00,1.00,2031.00,330.00,327.00,624.00,0.00,750.00,
2018,8,"MQ","Envoy Air","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",62.00,9.00,6.24,0.00,1.49,0.00,1.27,1.00,0.00,281.00,174.00,0.00,42.00,0.00,65.00,
2018,8,"MQ","Envoy Air","JAX","Jacksonville, FL: Jacksonville International",167.00,46.00,14.25,1.62,17.18,0.00,12.95,1.00,0.00,2347.00,692.00,179.00,786.00,0.00,690.00,
2018,8,"MQ","Envoy Air","JFK","New York, NY: John F. Kennedy International",523.00,110.00,17.13,1.90,48.30,0.00,42.67,86.00,3.00,9110.00,1331.00,32.00,3940.00,0.00,3807.00,
2018,8,"MQ","Envoy Air","JLN","Joplin, MO: Joplin Regional",10.00,2.00,0.70,0.00,0.30,0.00,1.00,0.00,0.00,79.00,44.00,0.00,19.00,0.00,16.00,
2018,8,"MQ","Envoy Air","LAN","Lansing, MI: Capital Region International",59.00,14.00,4.16,0.00,5.10,0.00,4.73,3.00,0.00,645.00,154.00,0.00,186.00,0.00,305.00,
2018,8,"MQ","Envoy Air","LAW","Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",50.00,11.00,3.57,0.51,3.75,0.00,3.17,1.00,0.00,381.00,130.00,28.00,104.00,0.00,119.00,
2018,8,"MQ","Envoy Air","LBB","Lubbock, TX: Lubbock Preston Smith International",20.00,6.00,0.46,0.84,2.62,0.00,2.07,0.00,0.00,193.00,18.00,16.00,90.00,0.00,69.00,
2018,8,"MQ","Envoy Air","LCH","Lake Charles, LA: Lake Charles Regional",89.00,18.00,6.95,0.00,6.33,0.00,4.72,1.00,0.00,845.00,316.00,0.00,154.00,0.00,375.00,
2018,8,"MQ","Envoy Air","LEX","Lexington, KY: Blue Grass",146.00,34.00,4.87,2.73,14.48,0.00,11.92,1.00,0.00,1562.00,231.00,131.00,536.00,0.00,664.00,
2018,8,"MQ","Envoy Air","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",61.00,7.00,1.45,0.00,3.34,0.00,2.20,0.00,0.00,509.00,117.00,0.00,131.00,0.00,261.00,
